id,filename,boxes,top_n,var_thresh,modes,frequency,season,methods,extra_indices,only_sea
79fd39c8,predictor_79fd39c8_4.parquet,0,10,0.15,1,2monthly,4,ps,,False
79fd39c8,predictor_79fd39c8_5.parquet,0,10,0.15,1,2monthly,5,ps,,False
79fd39c8,predictor_79fd39c8_6.parquet,0,10,0.15,1,2monthly,6,ps,,False
79fd39c8,predictor_79fd39c8_7.parquet,0,10,0.15,1,2monthly,7,ps,,False
79fd39c8,predictor_79fd39c8_8.parquet,0,10,0.15,1,2monthly,8,ps,,False
79fd39c8,predictor_79fd39c8_9.parquet,0,10,0.15,1,2monthly,9,ps,,False
79fd39c8,predictor_79fd39c8_10.parquet,0,10,0.15,1,2monthly,10,ps,,False
79fd39c8,predictor_79fd39c8_11.parquet,0,10,0.15,1,2monthly,11,ps,,False
79fd39c8,predictor_79fd39c8_12.parquet,0,10,0.15,1,2monthly,12,ps,,False
8defa582,predictor_8defa582_1.parquet,0,15,0.15,1,2monthly,1,ps,,False
8defa582,predictor_8defa582_2.parquet,0,15,0.15,1,2monthly,2,ps,,False
8defa582,predictor_8defa582_3.parquet,0,15,0.15,1,2monthly,3,ps,,False
8defa582,predictor_8defa582_4.parquet,0,15,0.15,1,2monthly,4,ps,,False
8defa582,predictor_8defa582_5.parquet,0,15,0.15,1,2monthly,5,ps,,False
8defa582,predictor_8defa582_6.parquet,0,15,0.15,1,2monthly,6,ps,,False
8defa582,predictor_8defa582_7.parquet,0,15,0.15,1,2monthly,7,ps,,False
8defa582,predictor_8defa582_8.parquet,0,15,0.15,1,2monthly,8,ps,,False
8defa582,predictor_8defa582_9.parquet,0,15,0.15,1,2monthly,9,ps,,False
8defa582,predictor_8defa582_10.parquet,0,15,0.15,1,2monthly,10,ps,,False
8defa582,predictor_8defa582_11.parquet,0,15,0.15,1,2monthly,11,ps,,False
8defa582,predictor_8defa582_12.parquet,0,15,0.15,1,2monthly,12,ps,,False
7ec4afcb,predictor_7ec4afcb_1.parquet,0,20,0.15,1,2monthly,1,ps,,False
7ec4afcb,predictor_7ec4afcb_2.parquet,0,20,0.15,1,2monthly,2,ps,,False
7ec4afcb,predictor_7ec4afcb_3.parquet,0,20,0.15,1,2monthly,3,ps,,False
7ec4afcb,predictor_7ec4afcb_4.parquet,0,20,0.15,1,2monthly,4,ps,,False
7ec4afcb,predictor_7ec4afcb_5.parquet,0,20,0.15,1,2monthly,5,ps,,False
7ec4afcb,predictor_7ec4afcb_6.parquet,0,20,0.15,1,2monthly,6,ps,,False
7ec4afcb,predictor_7ec4afcb_7.parquet,0,20,0.15,1,2monthly,7,ps,,False
7ec4afcb,predictor_7ec4afcb_8.parquet,0,20,0.15,1,2monthly,8,ps,,False
7ec4afcb,predictor_7ec4afcb_9.parquet,0,20,0.15,1,2monthly,9,ps,,False
7ec4afcb,predictor_7ec4afcb_10.parquet,0,20,0.15,1,2monthly,10,ps,,False
7ec4afcb,predictor_7ec4afcb_11.parquet,0,20,0.15,1,2monthly,11,ps,,False
7ec4afcb,predictor_7ec4afcb_12.parquet,0,20,0.15,1,2monthly,12,ps,,False
75268daa,predictor_75268daa_1.parquet,0,30,0.15,1,2monthly,1,ps,,False
75268daa,predictor_75268daa_2.parquet,0,30,0.15,1,2monthly,2,ps,,False
75268daa,predictor_75268daa_3.parquet,0,30,0.15,1,2monthly,3,ps,,False
75268daa,predictor_75268daa_4.parquet,0,30,0.15,1,2monthly,4,ps,,False
75268daa,predictor_75268daa_5.parquet,0,30,0.15,1,2monthly,5,ps,,False
75268daa,predictor_75268daa_6.parquet,0,30,0.15,1,2monthly,6,ps,,False
75268daa,predictor_75268daa_7.parquet,0,30,0.15,1,2monthly,7,ps,,False
75268daa,predictor_75268daa_8.parquet,0,30,0.15,1,2monthly,8,ps,,False
75268daa,predictor_75268daa_9.parquet,0,30,0.15,1,2monthly,9,ps,,False
75268daa,predictor_75268daa_10.parquet,0,30,0.15,1,2monthly,10,ps,,False
75268daa,predictor_75268daa_11.parquet,0,30,0.15,1,2monthly,11,ps,,False
75268daa,predictor_75268daa_12.parquet,0,30,0.15,1,2monthly,12,ps,,False
1de77c17,predictor_1de77c17_1.parquet,0,5,,2,2monthly,1,ps,,False
1de77c17,predictor_1de77c17_2.parquet,0,5,,2,2monthly,2,ps,,False
1de77c17,predictor_1de77c17_3.parquet,0,5,,2,2monthly,3,ps,,False
1de77c17,predictor_1de77c17_4.parquet,0,5,,2,2monthly,4,ps,,False
1de77c17,predictor_1de77c17_5.parquet,0,5,,2,2monthly,5,ps,,False
1de77c17,predictor_1de77c17_6.parquet,0,5,,2,2monthly,6,ps,,False
1de77c17,predictor_1de77c17_7.parquet,0,5,,2,2monthly,7,ps,,False
1de77c17,predictor_1de77c17_8.parquet,0,5,,2,2monthly,8,ps,,False
