model,season,metric,stage,HWN,HWF,Average,id_data
RF10,1,mae,CV,0.8622087723176763,0.9219226207216724,0.8920656965196744,1b939ac5
SVR-rbf,1,mae,CV,0.7590959468073842,0.7658882864911881,0.7624921166492862,1b939ac5
SVR-linear,1,mae,CV,0.7769495794308628,0.7505098745980108,0.7637297270144368,1b939ac5
XGB10,1,mae,CV,0.782005162167066,0.8596616395728598,0.8208334008699629,1b939ac5
RNN16,1,mae,CV,0.7586783633884253,0.7796237763293559,0.7691510698588906,1b939ac5
LSTM16,1,mae,CV,0.6842178720672242,0.7076207113662045,0.6959192917167143,1b939ac5
CNNRNN16,1,mae,CV,0.6389111240180425,0.6381492852187791,0.6385302046184108,1b939ac5
CNNLSTM16,1,mae,CV,0.7699021291517852,0.7360855205642451,0.7529938248580152,1b939ac5
MLP16,1,mae,CV,0.6815711537679986,0.6809468456870844,0.6812589997275416,1b939ac5
Linear,2,mae,CV,0.9718022011405332,0.9101013868887776,0.9409517940146555,1b939ac5
RF10,2,mae,CV,0.8523243988631044,0.8865795849251462,0.8694519918941253,1b939ac5
SVR-rbf,2,mae,CV,0.7867634521624332,0.7933797802607819,0.7900716162116075,1b939ac5
SVR-linear,2,mae,CV,0.9080884777337126,0.9170533950280516,0.912570936380882,1b939ac5
XGB10,2,mae,CV,0.8972908535846689,0.9197469177078466,0.9085188856462577,1b939ac5
RNN16,2,mae,CV,0.7335937879521316,0.6904101678998181,0.7120019779259749,1b939ac5
LSTM16,2,mae,CV,0.6624305092312635,0.6730963094110864,0.667763409321175,1b939ac5
CNNRNN16,2,mae,CV,0.7230062017092826,0.7232134273813069,0.7231098145452948,1b939ac5
CNNLSTM16,2,mae,CV,0.7149617040153443,0.7639508832268661,0.7394562936211052,1b939ac5
MLP16,2,mae,CV,0.665438453773726,0.6220373126797837,0.6437378832267548,1b939ac5
Linear,3,mae,CV,1.166944299974487,1.090063538939153,1.12850391945682,1b939ac5
RF10,3,mae,CV,0.7334703102339911,0.7663435264451273,0.7499069183395592,1b939ac5
SVR-rbf,3,mae,CV,0.6976271596858371,0.647082551487962,0.6723548555868996,1b939ac5
SVR-linear,3,mae,CV,0.9251517178726031,0.8453049102954985,0.8852283140840508,1b939ac5
XGB10,3,mae,CV,0.75321178502329,0.7999572859235927,0.7765845354734413,1b939ac5
RNN16,3,mae,CV,0.6519626914500322,0.752175126062942,0.7020689087564871,1b939ac5
LSTM16,3,mae,CV,0.6091218344330187,0.5717822500729178,0.5904520422529682,1b939ac5
CNNRNN16,3,mae,CV,0.6180029060034764,0.5834137010211001,0.6007083035122882,1b939ac5
CNNLSTM16,3,mae,CV,0.6722718822390245,0.7136234985992845,0.6929476904191545,1b939ac5
MLP16,3,mae,CV,0.6498916595055924,0.6046218937858078,0.6272567766457,1b939ac5
Linear,4,mae,CV,1.3417530155492816,1.2432916041490891,1.2925223098491854,1b939ac5
RF10,4,mae,CV,0.8393145611774504,0.8910598924092137,0.865187226793332,1b939ac5
SVR-rbf,4,mae,CV,0.7393367771764284,0.6904059757228185,0.7148713764496235,1b939ac5
SVR-linear,4,mae,CV,1.1846091892479804,1.0805755756302853,1.1325923824391328,1b939ac5
XGB10,4,mae,CV,0.7253687103834807,0.7873094394467806,0.7563390749151306,1b939ac5
RNN16,4,mae,CV,0.7323881809522779,0.6538327301438708,0.6931104555480743,1b939ac5
LSTM16,4,mae,CV,0.6791762370143394,0.6518859831723539,0.6655311100933466,1b939ac5
CNNRNN16,4,mae,CV,0.6761721410403938,0.6480951889535611,0.6621336649969775,1b939ac5
CNNLSTM16,4,mae,CV,0.7525402896352682,0.701445769865309,0.7269930297502887,1b939ac5
MLP16,4,mae,CV,0.7656785650545307,0.6989848516309587,0.7323317083427447,1b939ac5
Linear,5,mae,CV,1.0672199716070254,1.0003905194006544,1.03380524550384,1b939ac5
RF10,5,mae,CV,0.755893374579829,0.7962908726327653,0.7760921236062972,1b939ac5
SVR-rbf,5,mae,CV,0.594291575732272,0.5794368958685638,0.5868642358004179,1b939ac5
SVR-linear,5,mae,CV,0.6538066212105971,0.6546395785547736,0.6542230998826853,1b939ac5
XGB10,5,mae,CV,0.6850588960196108,0.660839691467568,0.6729492937435895,1b939ac5
RNN16,5,mae,CV,0.5496070904270371,0.6116119451645418,0.5806095177957895,1b939ac5
LSTM16,5,mae,CV,0.5491495982529209,0.5186499278523318,0.5338997630526263,1b939ac5
CNNRNN16,5,mae,CV,0.5318094818822496,0.51840938423051,0.5251094330563798,1b939ac5
CNNLSTM16,5,mae,CV,0.552646492088436,0.6449975542790083,0.5988220231837221,1b939ac5
MLP16,5,mae,CV,0.567143967911067,0.574484802442479,0.5708143851767731,1b939ac5
Linear,6,mae,CV,0.9695584225254983,0.9662938732337535,0.9679261478796259,1b939ac5
RF10,6,mae,CV,0.8787754215265533,0.9156418594736822,0.8972086405001177,1b939ac5
SVR-rbf,6,mae,CV,0.7308058791195536,0.7080275242564801,0.7194167016880169,1b939ac5
SVR-linear,6,mae,CV,0.7377208282234837,0.7369057489797392,0.7373132886016114,1b939ac5
XGB10,6,mae,CV,0.8367841879182413,0.8127030801155405,0.8247436340168909,1b939ac5
RNN16,6,mae,CV,0.6719640507084164,0.6671594194462533,0.6695617350773349,1b939ac5
LSTM16,6,mae,CV,0.6585160556803443,0.6358954995599135,0.647205777620129,1b939ac5
CNNRNN16,6,mae,CV,0.6652850135157106,0.6356291233239239,0.6504570684198172,1b939ac5
CNNLSTM16,6,mae,CV,0.6878732378473537,0.6916724699091878,0.6897728538782708,1b939ac5
MLP16,6,mae,CV,0.6276729958698467,0.6207452143459857,0.6242091051079162,1b939ac5
Linear,7,mae,CV,1.127834450900567,1.1574643932728361,1.1426494220867016,1b939ac5
RF10,7,mae,CV,0.8722992687722109,0.8965741512812879,0.8844367100267494,1b939ac5
SVR-rbf,7,mae,CV,0.7555978231260687,0.7020530087773502,0.7288254159517095,1b939ac5
SVR-linear,7,mae,CV,1.2600273313123551,1.1294114082538758,1.1947193697831153,1b939ac5
XGB10,7,mae,CV,0.7895179912571344,0.7018013654150891,0.7456596783361118,1b939ac5
RNN16,7,mae,CV,0.6938099454959317,0.6755552536702786,0.6846825995831052,1b939ac5
LSTM16,7,mae,CV,0.6846429098358792,0.5962392042246814,0.6404410570302803,1b939ac5
CNNRNN16,7,mae,CV,0.6464534361617262,0.5899406541974281,0.6181970451795772,1b939ac5
CNNLSTM16,7,mae,CV,0.7144419336599804,0.6031375724108244,0.6587897530354024,1b939ac5
MLP16,7,mae,CV,0.6607413618368114,0.6395155372601493,0.6501284495484804,1b939ac5
Linear,8,mae,CV,0.955211777977181,0.9271608354124508,0.9411863066948158,1b939ac5
RF10,8,mae,CV,0.8370534417557274,0.8549523511956274,0.8460028964756774,1b939ac5
SVR-rbf,8,mae,CV,0.6747181425327595,0.6457929829288249,0.6602555627307922,1b939ac5
SVR-linear,8,mae,CV,0.7402297572507415,0.7163978814908727,0.7283138193708071,1b939ac5
XGB10,8,mae,CV,0.8003640563853388,0.717511170446033,0.7589376134156859,1b939ac5
RNN16,8,mae,CV,0.6623954900736633,0.6274633907008444,0.6449294403872539,1b939ac5
LSTM16,8,mae,CV,0.5824808865922926,0.5508261396972924,0.5666535131447925,1b939ac5
CNNRNN16,8,mae,CV,0.5825871689498853,0.5640519871375869,0.5733195780437361,1b939ac5
CNNLSTM16,8,mae,CV,0.6586969776852739,0.6181042416904854,0.6384006096878796,1b939ac5
MLP16,8,mae,CV,0.6249763651863484,0.570085631704721,0.5975309984455347,1b939ac5
Linear,9,mae,CV,1.2653929179685872,1.250047306295357,1.257720112131972,1b939ac5
RF10,9,mae,CV,0.9237638105536521,0.8316377733786613,0.8777007919661567,1b939ac5
SVR-rbf,9,mae,CV,0.8460883149165552,0.7774723015747644,0.8117803082456598,1b939ac5
SVR-linear,9,mae,CV,1.1206877843454741,1.0330748603831357,1.0768813223643048,1b939ac5
XGB10,9,mae,CV,0.931858015400475,0.8080995376295821,0.8699787765150285,1b939ac5
RNN16,9,mae,CV,0.7056926280140874,0.6630992324736726,0.68439593024388,1b939ac5
LSTM16,9,mae,CV,0.7296572408771548,0.6584521947039469,0.6940547177905508,1b939ac5
CNNRNN16,9,mae,CV,0.714679677029991,0.6503808448747765,0.6825302609523838,1b939ac5
CNNLSTM16,9,mae,CV,0.6840608260356398,0.6882681644716107,0.6861644952536252,1b939ac5
MLP16,9,mae,CV,0.7246906417044696,0.6557420830187809,0.6902163623616253,1b939ac5
Linear,10,mae,CV,0.9902106772678951,0.9780398753516171,0.9841252763097561,1b939ac5
RF10,10,mae,CV,0.7357812446151402,0.8276139108191387,0.7816975777171394,1b939ac5
SVR-rbf,10,mae,CV,0.775305771268838,0.7668596567439483,0.7710827140063932,1b939ac5
SVR-linear,10,mae,CV,1.0107268456035492,1.0783710805722966,1.044548963087923,1b939ac5
XGB10,10,mae,CV,0.7417498881435283,0.7848336586483,0.7632917733959141,1b939ac5
RNN16,10,mae,CV,0.7233151179848418,0.703645369235712,0.713480243610277,1b939ac5
LSTM16,10,mae,CV,0.6281466032103353,0.6500033115448636,0.6390749573775995,1b939ac5
CNNRNN16,10,mae,CV,0.6555142134915386,0.6479196444200644,0.6517169289558016,1b939ac5
CNNLSTM16,10,mae,CV,0.6658761859421501,0.6450155409946171,0.6554458634683836,1b939ac5
MLP16,10,mae,CV,0.6673236085822347,0.6577242175376353,0.662523913059935,1b939ac5
Linear,11,mae,CV,1.2856995297615605,1.2537093126044938,1.269704421183027,1b939ac5
RF10,11,mae,CV,0.6864612118928849,0.6792265928767869,0.6828439023848358,1b939ac5
SVR-rbf,11,mae,CV,0.5902173357106173,0.5796709071649124,0.5849441214377649,1b939ac5
SVR-linear,11,mae,CV,0.8303479102524006,0.8102650226660171,0.8203064664592088,1b939ac5
XGB10,11,mae,CV,0.734265231913227,0.7296723308781565,0.7319687813956918,1b939ac5
RNN16,11,mae,CV,0.5538745407989428,0.5609716504612414,0.5574230956300921,1b939ac5
LSTM16,11,mae,CV,0.5932118873632398,0.5592905899870375,0.5762512386751386,1b939ac5
CNNRNN16,11,mae,CV,0.5718116743611095,0.5344051247479013,0.5531083995545054,1b939ac5
CNNLSTM16,11,mae,CV,0.6193764893827982,0.588685993034467,0.6040312412086326,1b939ac5
MLP16,11,mae,CV,0.6007845232935879,0.5508735354882891,0.5758290293909385,1b939ac5
Linear,12,mae,CV,0.7076672036535662,0.6541447001738419,0.680905951913704,1b939ac5
RF10,12,mae,CV,0.638186162971094,0.6345844262252609,0.6363852945981774,1b939ac5
SVR-rbf,12,mae,CV,0.564173661276328,0.5534289694279697,0.5588013153521488,1b939ac5
SVR-linear,12,mae,CV,0.5484349258925465,0.4836172541240621,0.5160260900083042,1b939ac5
XGB10,12,mae,CV,0.6389971194442298,0.5985067830900028,0.6187519512671162,1b939ac5
RNN16,12,mae,CV,0.544516766160059,0.4731169321622457,0.5088168491611523,1b939ac5
LSTM16,12,mae,CV,0.4958453717288795,0.4537401194476066,0.474792745588243,1b939ac5
CNNRNN16,12,mae,CV,0.43587474430056433,0.41759654996342355,0.42673564713199397,1b939ac5
CNNLSTM16,12,mae,CV,0.5008281968397508,0.5677378095031986,0.5342830031714747,1b939ac5
MLP16,12,mae,CV,0.5315291120663624,0.47173871704855586,0.5016339145574591,1b939ac5
Linear,1,r2,TSCV,-15.948321369176556,-21.652506437177983,-18.80041390317727,1b939ac5
RF10,1,r2,TSCV,-1.1549027154775318,-1.480536158090561,-1.3177194367840463,1b939ac5
SVR-rbf,1,r2,TSCV,-1.4247292934239901,-1.5483894074709297,-1.48655935044746,1b939ac5
SVR-linear,1,r2,TSCV,-0.974473950361549,-1.0427512029055201,-1.0086125766335345,1b939ac5
XGB10,1,r2,TSCV,-1.043752086455139,-1.2483575838423961,-1.1460548351487676,1b939ac5
RNN16,1,r2,TSCV,-0.8403180499135459,-2.333864716847188,-1.587091383380367,1b939ac5
LSTM16,1,r2,TSCV,-0.9309318931318491,-1.0300095800876792,-0.9804707366097641,1b939ac5
CNNRNN16,1,r2,TSCV,-1.0348420355476158,-1.0247095173436398,-1.0297757764456277,1b939ac5
CNNLSTM16,1,r2,TSCV,-1.6444475534086866,-1.5924793044894876,-1.6184634289490871,1b939ac5
MLP16,1,r2,TSCV,-1.3036605343560654,-1.5189873439196973,-1.4113239391378813,1b939ac5
Linear,2,r2,TSCV,-2.7049481155380293,-2.204437330765157,-2.4546927231515934,1b939ac5
RF10,2,r2,TSCV,-1.673110678890594,-1.550137092690123,-1.6116238857903586,1b939ac5
SVR-rbf,2,r2,TSCV,-1.6772708973805281,-1.5139414539047118,-1.59560617564262,1b939ac5
SVR-linear,2,r2,TSCV,-1.729609185378726,-1.2725037727422124,-1.5010564790604692,1b939ac5
XGB10,2,r2,TSCV,-1.8867472381760566,-1.8558022185632312,-1.8712747283696438,1b939ac5
RNN16,2,r2,TSCV,-1.6021578322518193,-1.1316545949334427,-1.3669062135926309,1b939ac5
LSTM16,2,r2,TSCV,-0.792971061348193,-0.7425924285918607,-0.7677817449700268,1b939ac5
CNNRNN16,2,r2,TSCV,-1.1297467756524127,-1.0479403085233407,-1.0888435420878766,1b939ac5
CNNLSTM16,2,r2,TSCV,-1.6725209979168818,-0.7660472819932387,-1.2192841399550602,1b939ac5
MLP16,2,r2,TSCV,-0.9655157837706967,-0.9590951192464787,-0.9623054515085877,1b939ac5
Linear,3,r2,TSCV,-7.594561014342637,-8.930241571783393,-8.262401293063014,1b939ac5
RF10,3,r2,TSCV,-0.4389338925714624,-0.8055607805457554,-0.622247336558609,1b939ac5
SVR-rbf,3,r2,TSCV,-0.15554232586680622,-0.1323791995859002,-0.14396076272635322,1b939ac5
SVR-linear,3,r2,TSCV,-0.7091253745423576,-0.9404969840068568,-0.8248111792746071,1b939ac5
XGB10,3,r2,TSCV,-0.42289900515080703,-0.4283978557652499,-0.42564843045802847,1b939ac5
RNN16,3,r2,TSCV,-0.5586929508249461,-0.8707800201999213,-0.7147364855124336,1b939ac5
LSTM16,3,r2,TSCV,-0.19180441365530063,-0.21242073119552884,-0.20211257242541475,1b939ac5
CNNRNN16,3,r2,TSCV,-0.11055399201521737,-0.06459183774395746,-0.08757291487958742,1b939ac5
CNNLSTM16,3,r2,TSCV,-0.6337536940301954,-0.48907872316318646,-0.561416208596691,1b939ac5
MLP16,3,r2,TSCV,-0.48659800554750576,-0.516709520612735,-0.5016537630801203,1b939ac5
Linear,4,r2,TSCV,-21.14150700236415,-24.667420997625822,-22.904463999994988,1b939ac5
RF10,4,r2,TSCV,-2.554800831882285,-2.306049416594115,-2.4304251242382,1b939ac5
SVR-rbf,4,r2,TSCV,-0.9217833900181825,-0.7040085944747531,-0.8128959922464678,1b939ac5
SVR-linear,4,r2,TSCV,-6.113630611022208,-4.7960444484041265,-5.454837529713167,1b939ac5
XGB10,4,r2,TSCV,-0.3812644767527325,-1.4688143673325398,-0.9250394220426361,1b939ac5
RNN16,4,r2,TSCV,-0.78599293184343,-0.7494563062043664,-0.7677246190238982,1b939ac5
LSTM16,4,r2,TSCV,-1.3644452057058276,-0.7755367122224686,-1.069990958964148,1b939ac5
CNNRNN16,4,r2,TSCV,-0.7432862877662091,-0.5280340766535512,-0.6356601822098802,1b939ac5
CNNLSTM16,4,r2,TSCV,-2.7131736767393297,-1.3163092791710487,-2.014741477955189,1b939ac5
MLP16,4,r2,TSCV,-3.7235552810628407,-1.5135098049835964,-2.6185325430232185,1b939ac5
Linear,5,r2,TSCV,-3.4684196479231697,-4.749966754146028,-4.109193201034599,1b939ac5
RF10,5,r2,TSCV,-0.3083510764713413,-0.10941695986058353,-0.20888401816596242,1b939ac5
SVR-rbf,5,r2,TSCV,-0.2344775725096086,-0.22975426456433282,-0.23211591853697072,1b939ac5
SVR-linear,5,r2,TSCV,-0.7954683529814968,-0.726102975282452,-0.7607856641319743,1b939ac5
XGB10,5,r2,TSCV,-0.010951783281837005,0.04970537247813621,0.019376794598149602,1b939ac5
RNN16,5,r2,TSCV,-0.3369509124440624,-0.4220518848385151,-0.37950139864128873,1b939ac5
LSTM16,5,r2,TSCV,-0.18601773896858365,-0.1428162365505753,-0.16441698775957947,1b939ac5
CNNRNN16,5,r2,TSCV,-0.21780933062037705,-0.1495886228787706,-0.1836989767495738,1b939ac5
CNNLSTM16,5,r2,TSCV,-0.2784530246202788,-1.0400236664528786,-0.6592383455365787,1b939ac5
MLP16,5,r2,TSCV,-0.20464407962317485,-0.33061279876989863,-0.2676284391965367,1b939ac5
Linear,6,r2,TSCV,-22.59112278758473,-74.52763075907073,-48.55937677332773,1b939ac5
RF10,6,r2,TSCV,-1.8405336411095508,-2.029031061472216,-1.9347823512908833,1b939ac5
SVR-rbf,6,r2,TSCV,-0.5204546864126698,-0.6309363874385522,-0.5756955369256109,1b939ac5
SVR-linear,6,r2,TSCV,-2.545844893294433,-3.2682729969345767,-2.907058945114505,1b939ac5
XGB10,6,r2,TSCV,-2.4079199951675676,-2.3742129604261892,-2.3910664777968784,1b939ac5
RNN16,6,r2,TSCV,-0.08132410837297133,-0.5905081124525123,-0.33591611041274183,1b939ac5
LSTM16,6,r2,TSCV,-0.2105161699391149,-0.22374081845784607,-0.2171284941984805,1b939ac5
CNNRNN16,6,r2,TSCV,-0.09373617582631222,-0.07059043804887881,-0.08216330693759552,1b939ac5
CNNLSTM16,6,r2,TSCV,-0.1771812368141352,-0.8034139980458025,-0.49029761742996886,1b939ac5
MLP16,6,r2,TSCV,-0.19923087219188332,0.030542136888850074,-0.08434436765151662,1b939ac5
Linear,7,r2,TSCV,-11.30962541684381,-13.523786492886385,-12.416705954865098,1b939ac5
RF10,7,r2,TSCV,-1.2427479997771886,-3.8128676374756303,-2.5278078186264095,1b939ac5
SVR-rbf,7,r2,TSCV,-0.811133218614976,-0.8088448935127113,-0.8099890560638436,1b939ac5
SVR-linear,7,r2,TSCV,-8.217164009134997,-11.950700851546975,-10.083932430340987,1b939ac5
XGB10,7,r2,TSCV,-1.712144382334111,-1.365853550464281,-1.538998966399196,1b939ac5
RNN16,7,r2,TSCV,-0.6400268053423617,-0.38463369196875974,-0.5123302486555608,1b939ac5
LSTM16,7,r2,TSCV,-0.6054307218793327,-0.5604434952426766,-0.5829371085610047,1b939ac5
CNNRNN16,7,r2,TSCV,-0.41131393951633854,-0.32272282755340054,-0.36701838353486954,1b939ac5
CNNLSTM16,7,r2,TSCV,-0.891571964133854,-0.11095418172235831,-0.5012630729281061,1b939ac5
MLP16,7,r2,TSCV,-0.38650970848228305,-0.34576881746818233,-0.3661392629752327,1b939ac5
Linear,8,r2,TSCV,-6.839605258151371,-9.531515046546483,-8.185560152348927,1b939ac5
RF10,8,r2,TSCV,-0.7763749062968514,-1.3242002470676049,-1.0502875766822282,1b939ac5
SVR-rbf,8,r2,TSCV,-0.6503716182375313,-0.49160276252448276,-0.5709871903810071,1b939ac5
SVR-linear,8,r2,TSCV,-1.5936225481894388,-2.7495725855340134,-2.1715975668617262,1b939ac5
XGB10,8,r2,TSCV,-0.6349933881308434,-0.7005664592326974,-0.6677799236817704,1b939ac5
RNN16,8,r2,TSCV,-0.8950241003720428,-0.7448221113446861,-0.8199231058583645,1b939ac5
LSTM16,8,r2,TSCV,-0.1644700562460556,-0.16238751721421357,-0.16342878673013458,1b939ac5
CNNRNN16,8,r2,TSCV,-0.15265883856280776,-0.1632683020861146,-0.15796357032446118,1b939ac5
CNNLSTM16,8,r2,TSCV,-0.6342887366764911,-0.05276055022392004,-0.34352464345020556,1b939ac5
MLP16,8,r2,TSCV,-0.7216029458262941,-0.5451198837197094,-0.6333614147730018,1b939ac5
Linear,9,r2,TSCV,-18.26737504841632,-23.560711039080697,-20.914043043748507,1b939ac5
RF10,9,r2,TSCV,-1.1030889254420404,-1.8933362636980173,-1.4982125945700289,1b939ac5
SVR-rbf,9,r2,TSCV,-0.9400401043538945,-1.0796577521208226,-1.0098489282373586,1b939ac5
SVR-linear,9,r2,TSCV,-3.345440545596059,-3.1801115366676798,-3.262776041131869,1b939ac5
XGB10,9,r2,TSCV,-1.302637968365056,-1.365000533831541,-1.3338192510982985,1b939ac5
RNN16,9,r2,TSCV,-0.46046584401911994,-1.0025822455685525,-0.7315240447938363,1b939ac5
LSTM16,9,r2,TSCV,-0.7740417489673267,-0.7810864710717789,-0.7775641100195527,1b939ac5
CNNRNN16,9,r2,TSCV,-0.5131016689599321,-0.6427149886762641,-0.5779083288180982,1b939ac5
CNNLSTM16,9,r2,TSCV,-0.4364348461214228,-0.6311404449622089,-0.5337876455418158,1b939ac5
MLP16,9,r2,TSCV,-0.8212116893638393,-0.7949535163635324,-0.8080826028636858,1b939ac5
Linear,10,r2,TSCV,-3.7458135882690637,-3.3877114781403397,-3.5667625332047015,1b939ac5
RF10,10,r2,TSCV,-0.09655302262322124,-0.39536348222173523,-0.24595825242247824,1b939ac5
SVR-rbf,10,r2,TSCV,-0.3523947988938219,-0.4105751009170715,-0.3814849499054467,1b939ac5
SVR-linear,10,r2,TSCV,-0.8316952289092928,-0.9506074102984228,-0.8911513196038578,1b939ac5
XGB10,10,r2,TSCV,-0.23379040168962456,-0.40394028407848687,-0.3188653428840557,1b939ac5
RNN16,10,r2,TSCV,-0.1995397606722532,-0.37729013965998703,-0.2884149501661201,1b939ac5
LSTM16,10,r2,TSCV,-0.09611185843634898,-0.23423183732137903,-0.16517184787886402,1b939ac5
CNNRNN16,10,r2,TSCV,-0.37539955395106056,-0.4363578670809162,-0.40587871051598834,1b939ac5
CNNLSTM16,10,r2,TSCV,-0.2968287612720599,0.022780809667690693,-0.13702397580218462,1b939ac5
MLP16,10,r2,TSCV,-0.22847574802777004,-0.21526998348773682,-0.22187286575775345,1b939ac5
Linear,11,r2,TSCV,-5.096776310474794,-4.5284047857950664,-4.81259054813493,1b939ac5
RF10,11,r2,TSCV,-0.7175513834155869,-0.4867157814289991,-0.602133582422293,1b939ac5
SVR-rbf,11,r2,TSCV,-0.46987959423039816,-0.5226482203424874,-0.49626390728644276,1b939ac5
SVR-linear,11,r2,TSCV,-1.8453154747034641,-1.7566490648577628,-1.8009822697806135,1b939ac5
XGB10,11,r2,TSCV,-0.7110870118486186,-0.7026033322516005,-0.7068451720501095,1b939ac5
RNN16,11,r2,TSCV,-0.7644284803994331,-0.7602318107911242,-0.7623301455952787,1b939ac5
LSTM16,11,r2,TSCV,-0.7798595676198953,-0.7199963638802735,-0.7499279657500844,1b939ac5
CNNRNN16,11,r2,TSCV,-1.4515145744166675,-1.3575858964853358,-1.4045502354510018,1b939ac5
CNNLSTM16,11,r2,TSCV,-0.44138462819640245,-0.5062378718321443,-0.4738112500142734,1b939ac5
MLP16,11,r2,TSCV,-1.8559416194640859,-0.6857324307793083,-1.2708370251216972,1b939ac5
Linear,12,r2,TSCV,-0.8352230948777778,-1.6975424898247975,-1.2663827923512876,1b939ac5
RF10,12,r2,TSCV,0.24132272095164192,0.0258553841280026,0.13358905253982226,1b939ac5
SVR-rbf,12,r2,TSCV,-0.02845509207659106,-0.14174181259326796,-0.0850984523349295,1b939ac5
SVR-linear,12,r2,TSCV,0.26601739757509035,0.10933383871473859,0.18767561814491446,1b939ac5
XGB10,12,r2,TSCV,-0.29360321867053923,-0.5565351383682207,-0.42506917851938,1b939ac5
RNN16,12,r2,TSCV,-0.1482593799976356,-0.3191402032415469,-0.23369979161959126,1b939ac5
LSTM16,12,r2,TSCV,0.21264355978405397,0.04303546060057878,0.12783951019231637,1b939ac5
CNNRNN16,12,r2,TSCV,0.449073101660784,0.40639362780112886,0.42773336473095647,1b939ac5
CNNLSTM16,12,r2,TSCV,0.32077377808515284,0.137738799293943,0.22925628868954792,1b939ac5
MLP16,12,r2,TSCV,-0.03691507894015886,0.035775532483728306,-0.0005697732282152757,1b939ac5
Linear,1,mape,TSCV,2.8527096190902155,2.492997198054787,2.672853408572501,1b939ac5
RF10,1,mape,TSCV,1.419382953769953,1.3531726922564682,1.3862778230132107,1b939ac5
SVR-rbf,1,mape,TSCV,1.4352189770017147,1.2033113648517144,1.3192651709267147,1b939ac5
SVR-linear,1,mape,TSCV,1.3015111173053169,1.4731266165006547,1.387318866902986,1b939ac5
XGB10,1,mape,TSCV,1.4453191409223405,1.4679288651950793,1.4566240030587099,1b939ac5
RNN16,1,mape,TSCV,0.9013136302416309,1.2943441786366536,1.0978289044391423,1b939ac5
LSTM16,1,mape,TSCV,0.9140460474292932,1.0100055090386166,0.962025778233955,1b939ac5
CNNRNN16,1,mape,TSCV,0.9820176777539009,0.9990240613088375,0.9905208695313692,1b939ac5
CNNLSTM16,1,mape,TSCV,1.0199378442236189,1.4032742967957894,1.211606070509704,1b939ac5
MLP16,1,mape,TSCV,1.3957770895370025,1.0600720745256258,1.227924582031314,1b939ac5
Linear,2,mape,TSCV,2.8056828645070224,2.7705570660755154,2.788119965291269,1b939ac5
RF10,2,mape,TSCV,1.6296733277042263,2.7023340490765824,2.166003688390404,1b939ac5
SVR-rbf,2,mape,TSCV,1.837895179995056,3.4691426516247628,2.6535189158099093,1b939ac5
SVR-linear,2,mape,TSCV,1.7193770214360506,2.439013917144191,2.079195469290121,1b939ac5
XGB10,2,mape,TSCV,1.3778870899462372,2.782471767302412,2.0801794286243247,1b939ac5
RNN16,2,mape,TSCV,1.3200886113344006,1.3382266672231782,1.3291576392787894,1b939ac5
LSTM16,2,mape,TSCV,0.9926549231991023,1.5499379379120883,1.2712964305555954,1b939ac5
CNNRNN16,2,mape,TSCV,0.9732586440857858,0.9637022320956969,0.9684804380907414,1b939ac5
CNNLSTM16,2,mape,TSCV,1.1054943809846178,4.384353134913566,2.744923757949092,1b939ac5
MLP16,2,mape,TSCV,1.2683962357396399,1.5550803457706375,1.4117382907551388,1b939ac5
Linear,3,mape,TSCV,4.858600767909613,11.018906773272343,7.938753770590978,1b939ac5
RF10,3,mape,TSCV,2.529738076705609,2.758468737779665,2.6441034072426373,1b939ac5
SVR-rbf,3,mape,TSCV,1.8940339757389597,2.6570506905310696,2.2755423331350144,1b939ac5
SVR-linear,3,mape,TSCV,3.3178786593849945,5.6212910453815015,4.469584852383248,1b939ac5
XGB10,3,mape,TSCV,2.2872950977163105,2.40371648254164,2.3455057901289753,1b939ac5
RNN16,3,mape,TSCV,1.165030141635333,3.484419460934599,2.324724801284966,1b939ac5
LSTM16,3,mape,TSCV,1.0879420706932255,1.876809412009857,1.4823757413515413,1b939ac5
CNNRNN16,3,mape,TSCV,1.0200295480235964,0.9711110743903274,0.9955703112069618,1b939ac5
CNNLSTM16,3,mape,TSCV,2.2985704917063017,1.7191872296076594,2.0088788606569805,1b939ac5
MLP16,3,mape,TSCV,1.4370238628486671,1.980478060910275,1.708750961879471,1b939ac5
Linear,4,mape,TSCV,4.348109856533189,4.248234657321612,4.298172256927401,1b939ac5
RF10,4,mape,TSCV,1.6431870428994075,1.9460713906892408,1.7946292167943243,1b939ac5
SVR-rbf,4,mape,TSCV,1.8503177390072851,1.7740910778333183,1.8122044084203017,1b939ac5
SVR-linear,4,mape,TSCV,3.62047381876524,2.7567166945389427,3.1885952566520914,1b939ac5
XGB10,4,mape,TSCV,1.6729121242157792,1.5900958217472356,1.6315039729815073,1b939ac5
RNN16,4,mape,TSCV,1.3311225775187259,1.951504119296776,1.641313348407751,1b939ac5
LSTM16,4,mape,TSCV,1.3690626997918056,1.2250584240431956,1.2970605619175006,1b939ac5
CNNRNN16,4,mape,TSCV,1.4374186926846466,1.2793437765070323,1.3583812345958395,1b939ac5
CNNLSTM16,4,mape,TSCV,1.429637951229998,2.0767624637536675,1.7532002074918327,1b939ac5
MLP16,4,mape,TSCV,1.434697247133719,1.3063255923201647,1.3705114197269417,1b939ac5
