model,season,metric,stage,HWN,HWF,Average,id_data
MLP16,7,mape,prediction,0.6793460710240471,0.8820510859304633,0.7806985784772552,5cb3fa02
Linear,8,mape,prediction,2.4412329809400353,1.7857053977869608,2.113469189363498,5cb3fa02
RF10,8,mape,prediction,1.1225509150956376,1.4778321070438971,1.3001915110697673,5cb3fa02
SVR-rbf,8,mape,prediction,1.4021933364606292,1.0846692748911129,1.243431305675871,5cb3fa02
SVR-linear,8,mape,prediction,1.6046237573381235,0.8502840116996764,1.2274538845189,5cb3fa02
XGB10,8,mape,prediction,1.4637569936083514,1.1221641817374273,1.2929605876728893,5cb3fa02
RNN16,8,mape,prediction,1.7375340680271676,1.2895553415206795,1.5135447047739237,5cb3fa02
LSTM16,8,mape,prediction,1.1254786708007316,1.1029076295264832,1.1141931501636075,5cb3fa02
CNNRNN16,8,mape,prediction,1.756586855701587,0.7797820179365046,1.2681844368190458,5cb3fa02
CNNLSTM16,8,mape,prediction,1.499435326961791,0.8852861955203666,1.192360761241079,5cb3fa02
MLP16,8,mape,prediction,1.3592404281087798,1.1330959387598734,1.2461681834343266,5cb3fa02
Linear,9,mape,prediction,0.5943520926124739,2.2016446060557686,1.3979983493341213,5cb3fa02
RF10,9,mape,prediction,0.6757376732194651,1.049097214337327,0.862417443778396,5cb3fa02
SVR-rbf,9,mape,prediction,1.4120170426529248,1.5780007780569432,1.495008910354934,5cb3fa02
SVR-linear,9,mape,prediction,1.3014759070334059,2.4071440263505863,1.854309966691996,5cb3fa02
XGB10,9,mape,prediction,1.2927284529397824,1.0248023980782637,1.158765425509023,5cb3fa02
RNN16,9,mape,prediction,1.0344371098722236,0.8884519553058758,0.9614445325890497,5cb3fa02
LSTM16,9,mape,prediction,1.7073908459071077,2.312798168442478,2.010094507174793,5cb3fa02
CNNRNN16,9,mape,prediction,1.2778656750685908,1.3118576292530466,1.2948616521608187,5cb3fa02
CNNLSTM16,9,mape,prediction,0.40316538042575145,0.754523778650167,0.5788445795379592,5cb3fa02
MLP16,9,mape,prediction,0.9803806044630139,1.1825482869293267,1.0814644456961702,5cb3fa02
Linear,10,mape,prediction,3.14585371085986,1.3909226463898021,2.268388178624831,5cb3fa02
RF10,10,mape,prediction,2.347039053652477,1.619929816904645,1.983484435278561,5cb3fa02
SVR-rbf,10,mape,prediction,1.4610157018570795,0.7150507893018556,1.0880332455794677,5cb3fa02
SVR-linear,10,mape,prediction,2.7704761280073127,1.1747680425312301,1.9726220852692715,5cb3fa02
XGB10,10,mape,prediction,2.3511705389523714,0.838856224414742,1.5950133816835566,5cb3fa02
RNN16,10,mape,prediction,0.9683953064674473,0.8266414438450775,0.8975183751562624,5cb3fa02
LSTM16,10,mape,prediction,0.7457995279225613,0.8551408867387013,0.8004702073306313,5cb3fa02
CNNRNN16,10,mape,prediction,0.983505919037509,0.579807877324859,0.781656898181184,5cb3fa02
CNNLSTM16,10,mape,prediction,2.243291845756885,0.6668943770733969,1.455093111415141,5cb3fa02
MLP16,10,mape,prediction,1.159968245146737,0.7551672418546499,0.9575677435006935,5cb3fa02
Linear,11,mape,prediction,1.125475270775704,0.94221332911525,1.033844299945477,5cb3fa02
RF10,11,mape,prediction,1.3211214252684915,1.4996190476190479,1.4103702364437698,5cb3fa02
SVR-rbf,11,mape,prediction,1.7320622750136239,1.4864780771874047,1.6092701761005141,5cb3fa02
SVR-linear,11,mape,prediction,1.126831743629466,1.0168112263851694,1.0718214850073178,5cb3fa02
XGB10,11,mape,prediction,1.5453276190123246,1.3629125732459926,1.4541200961291585,5cb3fa02
RNN16,11,mape,prediction,0.9403953591259793,0.611612406713942,0.7760038829199607,5cb3fa02
LSTM16,11,mape,prediction,0.762401487679944,0.8696709886812529,0.8160362381805984,5cb3fa02
CNNRNN16,11,mape,prediction,0.8369937867770062,0.75301926791962,0.7950065273483131,5cb3fa02
CNNLSTM16,11,mape,prediction,1.151084342799815,1.2620999263307848,1.2065921345653,5cb3fa02
MLP16,11,mape,prediction,0.8330743357216791,0.9863045445976251,0.909689440159652,5cb3fa02
Linear,12,mape,prediction,1.5095896968558322,1.3601599371941706,1.4348748170250014,5cb3fa02
RF10,12,mape,prediction,1.125942028985507,0.7730961652998579,0.9495190971426826,5cb3fa02
SVR-rbf,12,mape,prediction,1.0576143596058807,0.752604184008731,0.9051092718073058,5cb3fa02
SVR-linear,12,mape,prediction,0.9925430792994246,0.6111907068803563,0.8018668930898905,5cb3fa02
XGB10,12,mape,prediction,0.4905079480244952,0.9984604353719011,0.7444841916981981,5cb3fa02
RNN16,12,mape,prediction,0.7933898866593755,0.6781989555502683,0.735794421104822,5cb3fa02
LSTM16,12,mape,prediction,1.0845766514546926,0.899686141948614,0.9921313967016533,5cb3fa02
CNNRNN16,12,mape,prediction,1.114079844630698,0.7150539285523433,0.9145668865915206,5cb3fa02
CNNLSTM16,12,mape,prediction,1.1919682589434646,0.7600295018567106,0.9759988804000876,5cb3fa02
MLP16,12,mape,prediction,1.187560644604902,0.7106566398921256,0.9491086422485138,5cb3fa02
Linear,1,mae,prediction,0.7533336378370281,1.0681472586116916,0.9107404482243598,5cb3fa02
RF10,1,mae,prediction,1.2839671928463225,1.494179415189361,1.3890733040178418,5cb3fa02
SVR-rbf,1,mae,prediction,0.9356099436942611,1.2203079959319703,1.0779589698131158,5cb3fa02
SVR-linear,1,mae,prediction,0.8078456631676803,1.1661415823263106,0.9869936227469954,5cb3fa02
XGB10,1,mae,prediction,1.1520165909242006,1.3775449670956557,1.2647807790099281,5cb3fa02
RNN16,1,mae,prediction,0.706450542451081,1.0100660744066077,0.8582583084288443,5cb3fa02
LSTM16,1,mae,prediction,0.8075715238422788,1.083842876082166,0.9457071999622224,5cb3fa02
CNNRNN16,1,mae,prediction,0.7318116609167429,1.0485710139329272,0.890191337424835,5cb3fa02
CNNLSTM16,1,mae,prediction,1.0914739350051321,0.8640036961765925,0.9777388155908623,5cb3fa02
MLP16,1,mae,prediction,0.7541578827552108,1.081970145563883,0.9180640141595469,5cb3fa02
Linear,2,mae,prediction,0.9725058114112954,0.7627835695704656,0.8676446904908806,5cb3fa02
RF10,2,mae,prediction,0.7635445482977461,0.4919735045447903,0.6277590264212682,5cb3fa02
SVR-rbf,2,mae,prediction,0.8936928337424999,0.7022161756791439,0.7979545047108219,5cb3fa02
SVR-linear,2,mae,prediction,0.9878407697307295,0.7529936738587821,0.8704172217947559,5cb3fa02
XGB10,2,mae,prediction,1.0338404523213336,0.699886393557913,0.8668634229396233,5cb3fa02
RNN16,2,mae,prediction,0.8186917184256377,0.5763899609555075,0.6975408396905727,5cb3fa02
LSTM16,2,mae,prediction,0.7458246516068409,0.5329837450192233,0.6394041983130321,5cb3fa02
CNNRNN16,2,mae,prediction,0.820560330339236,0.6571508341834804,0.7388555822613583,5cb3fa02
CNNLSTM16,2,mae,prediction,0.6394590342596859,0.4963707588721583,0.5679148965659221,5cb3fa02
MLP16,2,mae,prediction,0.8332619095400661,0.6546218210265895,0.7439418652833278,5cb3fa02
Linear,3,mae,prediction,0.9963730706956845,0.9262825706415058,0.9613278206685951,5cb3fa02
RF10,3,mae,prediction,0.7682139625560641,0.5761993512170267,0.6722066568865455,5cb3fa02
SVR-rbf,3,mae,prediction,0.6492712343250161,0.467038691144241,0.5581549627346285,5cb3fa02
SVR-linear,3,mae,prediction,0.920688705119287,0.6591919084309583,0.7899403067751227,5cb3fa02
XGB10,3,mae,prediction,0.735039473308445,0.5717206051339179,0.6533800392211815,5cb3fa02
RNN16,3,mae,prediction,0.48403463983948536,0.5133641792234568,0.49869940953147107,5cb3fa02
LSTM16,3,mae,prediction,0.5274958925884515,0.4109617834684042,0.46922883802842785,5cb3fa02
CNNRNN16,3,mae,prediction,0.4312209176462442,0.31438668125835934,0.3728037994523018,5cb3fa02
CNNLSTM16,3,mae,prediction,0.45282683620269604,0.2963147943612722,0.3745708152819841,5cb3fa02
MLP16,3,mae,prediction,0.6985378580730707,0.4399635141488699,0.5692506861109703,5cb3fa02
Linear,4,mae,prediction,0.3648321133820606,0.35906253448637704,0.3619473239342188,5cb3fa02
RF10,4,mae,prediction,0.36537746597699206,0.4379789621330382,0.40167821405501514,5cb3fa02
SVR-rbf,4,mae,prediction,0.5552164918938953,0.458970266776962,0.5070933793354286,5cb3fa02
SVR-linear,4,mae,prediction,0.2813192011762786,0.2662700308324034,0.273794616004341,5cb3fa02
XGB10,4,mae,prediction,0.3207574990780747,0.3384680201931252,0.3296127596356,5cb3fa02
RNN16,4,mae,prediction,0.3446470980735219,0.30357473992540973,0.3241109189994658,5cb3fa02
LSTM16,4,mae,prediction,0.48247639433747824,0.3961793949527993,0.4393278946451388,5cb3fa02
CNNRNN16,4,mae,prediction,0.44641234995132983,0.36727205269768376,0.40684220132450677,5cb3fa02
CNNLSTM16,4,mae,prediction,0.33863730255679253,0.4674683367393266,0.40305281964805956,5cb3fa02
MLP16,4,mae,prediction,0.5739755896122849,0.35700633653237956,0.46549096307233223,5cb3fa02
Linear,5,mae,prediction,0.834403298482232,0.6105038342199417,0.7224535663510869,5cb3fa02
RF10,5,mae,prediction,0.7216598955317544,0.6192648094726899,0.6704623525022222,5cb3fa02
SVR-rbf,5,mae,prediction,0.7549885429879766,0.627855389910684,0.6914219664493303,5cb3fa02
SVR-linear,5,mae,prediction,0.7581985156712785,0.5147712913385455,0.636484903504912,5cb3fa02
XGB10,5,mae,prediction,0.8825944246172563,0.6897099043234877,0.786152164470372,5cb3fa02
RNN16,5,mae,prediction,0.8240838126622758,0.5151725347452979,0.6696281737037868,5cb3fa02
LSTM16,5,mae,prediction,0.554965530748356,0.48820918498634536,0.5215873578673507,5cb3fa02
CNNRNN16,5,mae,prediction,0.6268160501782456,0.5947586332963957,0.6107873417373206,5cb3fa02
CNNLSTM16,5,mae,prediction,0.7242274941324846,0.49171511642046467,0.6079713052764746,5cb3fa02
MLP16,5,mae,prediction,0.9772287848711135,0.7343153827886533,0.8557720838298835,5cb3fa02
Linear,6,mae,prediction,0.887120426120917,0.9136801334690372,0.900400279794977,5cb3fa02
RF10,6,mae,prediction,0.7538728202255933,0.9427816552447517,0.8483272377351725,5cb3fa02
SVR-rbf,6,mae,prediction,0.7253212589120113,0.615008062066108,0.6701646604890596,5cb3fa02
SVR-linear,6,mae,prediction,0.7799046974916707,0.7778947011153626,0.7788996993035167,5cb3fa02
XGB10,6,mae,prediction,0.5264527004534141,0.5825991612599998,0.554525930856707,5cb3fa02
RNN16,6,mae,prediction,0.4690228678608076,0.5103138832404215,0.48966837555061454,5cb3fa02
LSTM16,6,mae,prediction,0.637848022208587,0.6727541972623973,0.6553011097354922,5cb3fa02
CNNRNN16,6,mae,prediction,0.456470147893802,0.4626672555433421,0.45956870171857206,5cb3fa02
CNNLSTM16,6,mae,prediction,0.45168980027975003,0.5121384937988429,0.48191414703929647,5cb3fa02
MLP16,6,mae,prediction,0.6144920613938705,0.5506740259007257,0.5825830436472981,5cb3fa02
Linear,7,mae,prediction,0.8486997706568712,0.6289015238386224,0.7388006472477469,5cb3fa02
RF10,7,mae,prediction,0.9353023226650347,0.6979710219545974,0.816636672309816,5cb3fa02
SVR-rbf,7,mae,prediction,0.7147328894407763,0.6153245054956784,0.6650286974682273,5cb3fa02
SVR-linear,7,mae,prediction,0.7127726511254336,0.6908321867807861,0.7018024189531098,5cb3fa02
XGB10,7,mae,prediction,0.9471167545565325,0.7020718397308354,0.8245942971436839,5cb3fa02
RNN16,7,mae,prediction,0.8843188978531321,0.6718293795097832,0.7780741386814576,5cb3fa02
LSTM16,7,mae,prediction,0.6443995348908861,0.5202502974976067,0.5823249161942463,5cb3fa02
CNNRNN16,7,mae,prediction,0.49649581236624324,0.4810736456621651,0.48878472901420417,5cb3fa02
CNNLSTM16,7,mae,prediction,0.5958550594546755,0.5843525195230012,0.5901037894888383,5cb3fa02
MLP16,7,mae,prediction,0.7060672722556551,0.8322213822711472,0.7691443272634011,5cb3fa02
Linear,8,mae,prediction,0.9276715231051608,0.7686351464142616,0.8481533347597112,5cb3fa02
RF10,8,mae,prediction,0.6752427067956381,0.9183941549941131,0.7968184308948756,5cb3fa02
SVR-rbf,8,mae,prediction,0.6772539080774823,0.7061833730987095,0.691718640588096,5cb3fa02
SVR-linear,8,mae,prediction,0.5632197136261398,0.44553273992527365,0.5043762267757067,5cb3fa02
XGB10,8,mae,prediction,0.7774437224857291,0.7533649393349472,0.7654043309103382,5cb3fa02
RNN16,8,mae,prediction,0.6377723357073746,0.7845386416643444,0.7111554886858595,5cb3fa02
LSTM16,8,mae,prediction,0.7232304354282437,0.7399703213005844,0.731600378364414,5cb3fa02
CNNRNN16,8,mae,prediction,0.8235104179374657,0.67878284314637,0.7511466305419179,5cb3fa02
CNNLSTM16,8,mae,prediction,0.7950002795450173,0.6475759775369945,0.7212881285410059,5cb3fa02
MLP16,8,mae,prediction,0.6701185381404839,0.7342410274773422,0.7021797828089131,5cb3fa02
Linear,9,mae,prediction,0.4663936176217649,0.6173472846922916,0.5418704511570283,5cb3fa02
RF10,9,mae,prediction,0.5910403231916899,0.7401255646547205,0.6655829439232052,5cb3fa02
SVR-rbf,9,mae,prediction,0.6866350530498297,0.7081590946258507,0.6973970738378402,5cb3fa02
SVR-linear,9,mae,prediction,0.588578559176257,0.6740346190286565,0.6313065891024567,5cb3fa02
XGB10,9,mae,prediction,0.9150057155312578,0.7929111254786444,0.8539584205049511,5cb3fa02
RNN16,9,mae,prediction,0.6321676893441808,0.5606375452462576,0.5964026172952193,5cb3fa02
LSTM16,9,mae,prediction,0.49619397405996707,0.5904794601865727,0.5433367171232699,5cb3fa02
CNNRNN16,9,mae,prediction,0.5006736824571025,0.4841992683019486,0.49243647537952556,5cb3fa02
CNNLSTM16,9,mae,prediction,0.4193590356231294,0.7897309890159089,0.6045450123195191,5cb3fa02
MLP16,9,mae,prediction,0.5066246619730126,0.8035702047323181,0.6550974333526653,5cb3fa02
Linear,10,mae,prediction,1.0037233572884887,0.8508322395483778,0.9272777984184333,5cb3fa02
RF10,10,mae,prediction,0.719338540323796,1.0357696971652355,0.8775541187445157,5cb3fa02
SVR-rbf,10,mae,prediction,0.7144349303751272,0.742147462937138,0.7282911966561325,5cb3fa02
SVR-linear,10,mae,prediction,0.926047489484189,0.7065513347941106,0.8162994121391498,5cb3fa02
XGB10,10,mae,prediction,0.6726978498276669,0.8634885176440349,0.7680931837358509,5cb3fa02
RNN16,10,mae,prediction,0.7659778365342251,0.8677758849581352,0.8168768607461802,5cb3fa02
LSTM16,10,mae,prediction,0.6028730558928446,0.7515939414818277,0.6772334986873361,5cb3fa02
CNNRNN16,10,mae,prediction,0.616338661569019,0.7237595394570817,0.6700491005130503,5cb3fa02
CNNLSTM16,10,mae,prediction,0.6286188392677777,0.5936813458224407,0.6111500925451092,5cb3fa02
MLP16,10,mae,prediction,0.6223203408297497,0.8252924412806024,0.7238063910551761,5cb3fa02
Linear,11,mae,prediction,0.8980831200022964,0.9687898074731887,0.9334364637377426,5cb3fa02
RF10,11,mae,prediction,1.3760603958819373,1.3641631636735199,1.3701117797777287,5cb3fa02
SVR-rbf,11,mae,prediction,1.3765320815803277,1.4789518650503266,1.4277419733153272,5cb3fa02
SVR-linear,11,mae,prediction,0.8236692890082893,1.0048998189761815,0.9142845539922354,5cb3fa02
XGB10,11,mae,prediction,1.3957645414662987,1.4723430269580675,1.4340537842121832,5cb3fa02
RNN16,11,mae,prediction,1.1496952375662954,0.9974238597970796,1.0735595486816876,5cb3fa02
LSTM16,11,mae,prediction,0.9377835245462119,1.1009697639566256,1.0193766442514187,5cb3fa02
CNNRNN16,11,mae,prediction,0.9588707388969123,1.0810484909635378,1.019959614930225,5cb3fa02
CNNLSTM16,11,mae,prediction,1.066756133575502,1.3205464237552476,1.1936512786653748,5cb3fa02
MLP16,11,mae,prediction,1.0265589474034935,1.244958417974074,1.1357586826887838,5cb3fa02
Linear,12,mae,prediction,0.7263617010009742,0.6572689959587749,0.6918153484798746,5cb3fa02
RF10,12,mae,prediction,0.5150151346684143,0.35923062953514145,0.43712288210177785,5cb3fa02
SVR-rbf,12,mae,prediction,0.3897624941571467,0.3343318919102468,0.36204719303369676,5cb3fa02
SVR-linear,12,mae,prediction,0.38944679790828995,0.263481135927157,0.3264639669177235,5cb3fa02
XGB10,12,mae,prediction,0.2551228298209567,0.4813295637109567,0.3682261967659567,5cb3fa02
RNN16,12,mae,prediction,0.3571972138903695,0.3176162960862947,0.3374067549883321,5cb3fa02
LSTM16,12,mae,prediction,0.4279561765215951,0.3837399127816988,0.4058480446516469,5cb3fa02
CNNRNN16,12,mae,prediction,0.4137265255849564,0.2998538735246492,0.3567901995548028,5cb3fa02
CNNLSTM16,12,mae,prediction,0.43004473952462313,0.31627928069836636,0.37316201011149475,5cb3fa02
MLP16,12,mae,prediction,0.4041462905428964,0.3160241430164053,0.3600852167796509,5cb3fa02
Linear,1,r2,training,0.6543720272781621,0.6436229990216116,0.6489975131498869,5cb3fa02
RF10,1,r2,training,0.9060199782055939,0.9113884913758357,0.9087042347907148,5cb3fa02
SVR-rbf,1,r2,training,0.7774203799186609,0.7385818087151826,0.7580010943169218,5cb3fa02
SVR-linear,1,r2,training,0.604673032452871,0.5881891706470039,0.5964311015499375,5cb3fa02
XGB10,1,r2,training,0.788144124238049,0.7721564620904372,0.7801502931642431,5cb3fa02
RNN16,1,r2,training,0.021759391179315135,0.20962339837880195,0.11569139477905854,5cb3fa02
LSTM16,1,r2,training,0.5062416652910756,0.36359735658425973,0.4349195109376677,5cb3fa02
CNNRNN16,1,r2,training,0.13514266192692592,0.06165237537621948,0.0983975186515727,5cb3fa02
CNNLSTM16,1,r2,training,0.015073267306678906,-0.3272151500736997,-0.1560709413835104,5cb3fa02
MLP16,1,r2,training,0.1117458691610812,0.003883197976592312,0.05781453356883676,5cb3fa02
Linear,2,r2,training,0.5388083347242449,0.5896634269158061,0.5642358808200255,5cb3fa02
RF10,2,r2,training,0.8592211528121303,0.823665559290186,0.8414433560511582,5cb3fa02
SVR-rbf,2,r2,training,0.7264564578438824,0.694691466871812,0.7105739623578472,5cb3fa02
SVR-linear,2,r2,training,0.49105286727650144,0.533600129999876,0.5123264986381888,5cb3fa02
XGB10,2,r2,training,0.7704719285758177,0.7478308370377729,0.7591513828067953,5cb3fa02
RNN16,2,r2,training,0.11235637240036533,0.469220540470614,0.2907884564354897,5cb3fa02
LSTM16,2,r2,training,0.4208823268205193,0.34698569845605143,0.38393401263828536,5cb3fa02
CNNRNN16,2,r2,training,0.5620191175121653,0.41915119850118177,0.4905851580066735,5cb3fa02
CNNLSTM16,2,r2,training,0.4276805454113394,0.35914456388228766,0.3934125546468135,5cb3fa02
MLP16,2,r2,training,0.4920965527191742,0.28293325274763315,0.38751490273340367,5cb3fa02
Linear,3,r2,training,0.7258203689209675,0.6927013197367895,0.7092608443288785,5cb3fa02
RF10,3,r2,training,0.9190309773612615,0.900165181536293,0.9095980794487772,5cb3fa02
SVR-rbf,3,r2,training,0.7440481504689751,0.6658587593102053,0.7049534548895902,5cb3fa02
SVR-linear,3,r2,training,0.695221147468583,0.5851699868265163,0.6401955671475497,5cb3fa02
XGB10,3,r2,training,0.7540128865228588,0.7819441061516508,0.7679784963372548,5cb3fa02
RNN16,3,r2,training,-0.027185805378554306,0.21600658554455632,0.094410390083001,5cb3fa02
LSTM16,3,r2,training,0.5054938870294534,0.3338556572807799,0.41967477215511667,5cb3fa02
CNNRNN16,3,r2,training,0.4465715670689395,0.26151745883751853,0.35404451295322903,5cb3fa02
CNNLSTM16,3,r2,training,0.3343966723370284,0.11785975685262118,0.2261282145948248,5cb3fa02
MLP16,3,r2,training,-0.0014620581394109156,-0.08588653233375498,-0.04367429523658295,5cb3fa02
Linear,4,r2,training,0.6511621555577141,0.6917521443231057,0.6714571499404098,5cb3fa02
RF10,4,r2,training,0.8673366312933855,0.8574818554925057,0.8624092433929456,5cb3fa02
SVR-rbf,4,r2,training,0.8203835223242377,0.7547774472180118,0.7875804847711247,5cb3fa02
SVR-linear,4,r2,training,0.6026810604747512,0.6116325748836248,0.6071568176791879,5cb3fa02
XGB10,4,r2,training,0.790953786622057,0.7545312681815166,0.7727425274017867,5cb3fa02
RNN16,4,r2,training,0.21034845242759004,0.3260219553511965,0.26818520388939326,5cb3fa02
LSTM16,4,r2,training,0.33236195424067405,0.3107036896124269,0.32153282192655047,5cb3fa02
CNNRNN16,4,r2,training,0.16646013571343654,0.07427074227714958,0.12036543899529306,5cb3fa02
CNNLSTM16,4,r2,training,0.2702071705275162,0.10517586145020119,0.1876915159888587,5cb3fa02
MLP16,4,r2,training,0.2246546154367074,-0.23622398952389823,-0.005784687043595416,5cb3fa02
Linear,5,r2,training,0.5417389534074641,0.5243150001679895,0.5330269767877268,5cb3fa02
RF10,5,r2,training,0.8537765098133572,0.8659922748526123,0.8598843923329847,5cb3fa02
SVR-rbf,5,r2,training,0.72813415862317,0.6699879827988595,0.6990610707110148,5cb3fa02
SVR-linear,5,r2,training,0.4439023367380237,0.4119414569504999,0.4279218968442618,5cb3fa02
XGB10,5,r2,training,0.7779554058885779,0.7478831296640209,0.7629192677762995,5cb3fa02
RNN16,5,r2,training,0.06063390049670814,0.33415909737813154,0.19739649893741984,5cb3fa02
LSTM16,5,r2,training,0.6069036776768554,0.4826329801424374,0.5447683289096463,5cb3fa02
CNNRNN16,5,r2,training,0.40940471567454517,0.2755683477958447,0.34248653173519494,5cb3fa02
CNNLSTM16,5,r2,training,0.7723964391362482,0.6201110486340113,0.6962537438851297,5cb3fa02
MLP16,5,r2,training,-0.029155795350843672,0.029406416552504755,0.00012531060083054157,5cb3fa02
Linear,6,r2,training,0.5862500763138807,0.5733490083352648,0.5797995423245728,5cb3fa02
RF10,6,r2,training,0.8102788250403944,0.8228157079249641,0.8165472664826792,5cb3fa02
SVR-rbf,6,r2,training,0.5463410547496876,0.4831197963692654,0.5147304255594765,5cb3fa02
