2005    -0.007    -0.047     0.041     0.117     0.079    -0.009    -0.076    -0.095    -0.103    -0.169    -0.253    -0.406
2006    -0.407    -0.256    -0.242    -0.155    -0.111    -0.122    -0.068     0.062     0.006     0.039     0.254     0.251
2007     0.250     0.278     0.069     0.045     0.176     0.211    -0.017     0.122     0.041    -0.141    -0.224    -0.254
2008    -0.052    -0.363    -0.481    -0.497    -0.334    -0.209    -0.166    -0.064     0.144     0.036    -0.116    -0.158
2009    -0.093    -0.042     0.034    -0.054     0.069     0.225     0.184     0.257     0.123     0.293     0.129     0.368
2010     0.384     0.498     0.598     0.594     0.284     0.180     0.248     0.170    -0.128    -0.079    -0.254    -0.254
2011    -0.243    -0.148    -0.123    -0.313    -0.274    -0.084    -0.050     0.121     0.014     0.169     0.185    -0.027
2012    -0.113    -0.229    -0.254    -0.245    -0.083    -0.066     0.125     0.294     0.376     0.226     0.022     0.213
2013     0.054     0.233     0.126    -0.142    -0.287    -0.269    -0.123    -0.119    -0.183    -0.013     0.225    -0.011
2014    -0.077    -0.088    -0.099     0.021     0.163     0.132     0.030    -0.075    -0.005     0.151     0.270     0.175
2015    -0.083    -0.153    -0.016     0.129     0.447     0.430     0.518     0.590     0.595     0.588     0.600     0.767
2016     0.796     0.449     0.844     0.707     0.429     0.105    -0.138     0.154     0.064    -0.007    -0.001     0.117
2017     0.044     0.058     0.030     0.121     0.303     0.197     0.426     0.430     0.176     0.254     0.095    -0.180
2018    -0.388     0.067    -0.022     0.051     0.050    -0.026    -0.144    -0.012     0.329     0.389     0.367     0.321
2019     0.393     0.303     0.253     0.377     0.471     0.507     0.333     0.252     0.257     0.719     0.667     0.479
2020     0.676     0.575     0.387     0.511     0.434     0.514     0.443     0.107     0.004     0.155     0.103     0.035
2021    -0.077     0.061     0.131     0.035     0.035    -0.014     0.092     0.047     0.078    -0.069     0.035     0.124
2022     0.239     0.037     0.038     0.157    -0.057    -0.090    -0.231    -0.075    -0.095    -0.349    -0.135    -0.001
2023    -0.084    -0.057     0.130     0.412     0.423     0.602     0.497     0.750     0.730     0.784     0.836     1.012
